id,socre,doc,result,Precision,,AP
61,0.593959808,"Spreads disinformation. Facebook knowingly allows the spread of dangerous disinformation. They do not remove posts that violate their policies, and they dont remove posts that are detrimental to society, the environment, and democracy.",0,0.868852459,0,0.792207562
62,0.593607724,"Not for Privacy. Over and over and over Facebook has proven they care nothing about their customers. Privacy is not one of their concerns as they collect and sell everything you see, search, post and share. Ive been with them for since the beginning but Im done with them and their corrupt evil ways. Id rather pay for a secure app than sell my soul for this free app remember, nothing is free. As the app is becoming overrun with pedophilia, political censorship, elimination of personal thoughts and limiting everyones freedoms of speech I will just distance myself from these types of people and behaviors. God Bless America",1,0.870967742,0.870967742,0.793477888
63,0.593237102,Garbage. Facebook is no longer safe in any way Dont put up pictures because they are now property of Facebook and you no longer have rights (even a picture of your own child). Any information is sold about you to whoever wants to pay or it. COMPLETE SECURITY BREACH,1,0.873015873,0.873015873,0.794740395
64,0.591359675,"Facts. Facts dont matter to Facebook, their facts are in a alternate world I knew they were messing up back in the 80s when they closed all the mental institutions, more than half the people on Facebook need to be in a mental institution Facebook allows the employees to stalk people I have one Im waiting on a attorney to call me back",0,0.859375,0,0.782322577
65,0.591272175,Snoops on private data. Sick of things I text about or talk about showing up in ads on Facebook. I have tracking turned off.  Sick of the creepiness. Isnt it illegal to steal this data?,1,0.861538462,0.861538462,0.783541282
66,0.590767384,"Spyware. Facebook app is spyware. Just read the privacy section of the app store description for this app, and see for yourself how much this app collects information about and from you.",1,0.863636364,0.863636364,0.784754844
67,0.590494454,Review of Facebook. Their censorship and marketing of your personal information is highly unethical,1,0.865671642,0.865671642,0.785962558
68,0.590256691,Tech support and selling your information. Tech support is horrible not to mention they allow companies to use your information. Facebook is evil on many levels but screening and filtering to their benefit is #1 priority.,1,0.867647059,0.867647059,0.7871638
69,0.590118229,"No privacy, no rights. Facebook is a very invasive app into you privacy, it snoops into your online shopping and then bombardes you with ads. There is no freedom of speech and there is not a group for everyone, if Facebook doesnt like your thing they ban it. You have zero rights with this terrible company. DO NOT JOIN",1,0.869565217,0.869565217,0.788358024
70,0.590092242,"Your privacy is being assault by Facebook. Dont trust further this app and company :Facebook, Instagram and WhatsApp. They sneak into your privacy data and sale it and make all kinds of profit from it.",1,0.871428571,0.871428571,0.789544746
71,0.589202523,Tracking and Stalking. They track everything. Its like having a personal stalker. Why do they need so much info on us? Will not continue with FB. I hope FB dies and Suckerburger loses all his money.,1,0.873239437,0.873239437,0.790723544
72,0.58813864,"Censors information, claims to know all truth under the sun. Sick and tired of Facebook censoring posts with valuable information that the public ought to know.  Facebook censors truthful information while boosting falsehoods.",0,0.861111111,0,0.779741273
73,0.587593138,"Bad for you. Bad for everybody. Just ask yourself: how does a company which trades in your personal, private business make so much money? Heck, just do a search and see. Social media has been bad for children, adults, entire continents. Its not hyperbolic, when you think of the number of folks using this service. And Facebook (Meta good luck with that rebranding PR), of all social media, has been the absolute worst. Users should have figured that out when Zuck laughed about people being stupid, handing over personal, private information. We left FB in 2009 (about the time they claimed copyright over every photo, video, thought, posted) and have looked on from the sidelines as the world just kinda forgot? how to be civil?  And now FB is just a great place to about into a loud echo chamber with only like-minded. Real growth there, folks. Super job shepherding humanity into the 21st century.  Do yourselves a favor: quit. Free is never free. And Facebook is just plain bad for people. It is. (Also, if our personal information is worth so much, why cant we see it? Why arent we allowed to review it? Lastly, why cant we sell it ourselves? Letting some third party in your home to steal your privacy is just stupid.)",1,0.863013699,0.863013699,0.780881991
74,0.586426854,Privacy is Nonexistent. I am hoping to see Facebook broken up.,1,0.864864865,0.864864865,0.782016895
75,0.585487366,"Facebook App uses up Way Too much memory. Facebook platform/app is thumbs up as far as a social app , but I completely DISAGREE WITH FACT CHECKING It definitely VIOLATES MY FREEDOM OF SPEECH AND MY PRIVACYJoining Facebook Im offered choice if I want my account to be PUBLIC or PRIVATE AND FACEBOOK OFFERS CHOICES/OPTIONS FOR THE POSTS THE USER MAKES EITHER PUBLIC OR PRIVATE Now LETS GO BACK TO THE INITIAL CHOICE OF MAKING YOUR FACEBOOK ACCOUNT PUBLIC OR PRIVATE:1. My ACCOUNT IS PRIVATE 2.MY FRIENDS LIST IS PRIVATE 3.ANYTHING I POST IS PRIVATE AND ONLY MY FRIENDS AND FAMILY CAN VIEW MY POSTS , COMMENTS, AND PICTURES UNLESS I CHOOSE TO MAKE ANY OF IT PUBLIC.So if my account is not viewable in any way besides a profile picture, WHY ARE STRANGERS CALLED FACT CHECKERS ACCESSING MY PRIVATE PERSONAL INFORMATION AND DECIDING WHATS ACCEPTABLE AND WHATS NOT? IT COMPLETELY WRONG AND VIOLATES MY CONSTITUTIONAL RIGHTS TO FREEDOM OR SPEECH AND MY PRIVACY and along with a whole list of many other issues I will not post.. ( LETS NOT MENTION SCAMMERS AND CYBER CRIMINALS SPOOFING AND SCAMMING PEOPLE AND MAKING FACEBOOK ACCOUNT WITH YOUR NAME AND PICTUREIt was great in the beginning but now , personally feel violated in many ways.. what a shame..RUMBLE RUMBLE RUMBLE",1,0.866666667,0.866666667,0.783145558
76,0.582148015,"Its all about collecting personal data. I just created a profile after months. I deleted my old account as I felt fb was into my life too much. Plus most of the suggestions were very segregated as I only had access to people who look like me despite the diversity in my personal life. I had my old account since 2015. Anyways, I created a profile just 20 minutes ago. I put a facebook cover up of my business like Ive always done in the past. Didnt put a profile pic up yet as I wanted to put one up that was really liked. I modified some settings and decided Ill come back after a break to finish. Facebook sent me an e-mail 5 minutes after signing out saying my account was disabled for breaking community guidelines. There are so many ways to connect with people in the world without this platform. If I immediately posted all of my personal information I guarantee my profile would still be up and running. These big sell out companies show their true colors every time. I dont take this personal and happy facebook did me a favor.",1,0.868421053,0.868421053,0.784267604
77,0.581735611,Facebook. Facebook sells your information. Its not a trusted site. Really should dismantled.,1,0.87012987,0.87012987,0.785382699
78,0.581690013,"Write to your legislators. Privacy is important. Today Facebook has monopolized the social media applications in order to promote consumerism by selling our data. However, Facebook refuses to incorporate measures to protect people from human and child trafficking, drugs, cults, and racism. There needs to be laws on the books to hold those at Facebook accountable as they are the middle man. Finally, where are we going with this platform which reeks of entitlement? When you think about how corporations donate to political campaigns and what this platform has done to ruin presidential elections such as the one won by Trump- I say deactivate my account. I would rather talk to my real friends in person. Pick up a phone- reach out and touch someone. Personally, I would prefer it to a GIF or a like.",1,0.871794872,0.871794872,0.786490547
79,0.58153367,Lets start with. The fact that facebook released data showing personal information to undisclosed persons. They have been hacked and Ive been shadow banned for sharing my opinions. I can not get on IG (owned by Facebook) and go live because Ive been banned. I cant add anything on marketplace across platforms for some reasons. Facebook is now being exposed in the news for hurting the minds of children and mowing about it and still putting profits over anything else. Disgusting app by small hat CEO.,1,0.873417722,0.873417722,0.787590891
80,0.580590725,"Completely Policed and Suffocates Freedom of Speech. The only benefit Facebook still has is connecting with friends and family I know closely. Other than that, they use their algorithms to tag normal factual things you post or say regarding current topics as false or requiring fact checking if they are contrary to Facebooks agenda. The few good things it provides are severely outweighed by all the toxic fear-mongering topics that are shared in accordance with Facebooks agenda. And good luck if you have facts or opinions that contradict this agenda youll be labeled as a false information spreader. Facebook is doing nothing but stressing people out and causing them to become more polarized and divided than ever. Shame on you, Facebook",0,0.8625,0,0.777746005
81,0.580524683,"Really????. Really Facebook? Now your popping up a box to share a world wide news story to a closed private group. First I don\'t need to be told to share or not. I\'m old enough to decide that for myself. Secondly if I shared a news story to a private group that has nothing to do with that group, it would be deleted and I would be kicked out of the group. What a stupid stupid recommendation. Get with it.",0,0.851851852,0,0.768144202
82,0.57987088,"Invasive, Avoid at all costs. Bias party and concerning privacy breaches. UPDATE: So I had this one individual contact me condescendingly about how much he doesnt like the price at which Im selling something at marketplace and then reports me, facebook without gathering any data terminates my account. Facebook has grown to be a disease to our nation and individuality. Privacy is not respected whatsoever, the most invasive site on the web next to google.Avoid facebook. Its only value was the marketplace and the ability to save game data. The measures they take to collect your information is concerning.",1,0.853658537,0.853658537,0.76918706
83,0.57933569,Facebook. rose: The App says enjoy your friends and community privately thats a flat out lie Facebook used to be great but now it is used by the Government to spy on you and say what you can and cannot post you cant even make a joke anymore. All of the community standards people are foreigners and Obamas and Biden people since when did a Social media site that people communicate with their family and friends become a government controlled tool its appalling I really enjoyed Facebook to share with my out of town family I joined when it first came available they totally ruined it. I get scolded for everything I made a joke to my sister they banned me It has been taken over by the government and you cant post or say anything this should be against the law Then when you find another free site they take it down its sick They even spy on your messenger,0,0.843373494,0,0.759919746
84,0.579107106,Facebook is the real problem. Facebook is a scam. It can be blamed for all the problems facing society today with the number one issue being miss information. If you work for Facebook please find a new job and stop actively contributing to the problem.,0,0.833333333,0,0.750873083
85,0.578561544,"FCc. You are not allowed to track personal details on our accounts. I am reporting facebook and all the requests to review things that don't work.  I hide things and it doesn't work, disable doesn't work basically Facebook is old and nothing works goodbye FB done had to give a star or it wouldn't post. I would give negative 500000",1,0.835294118,0.835294118,0.751866271
86,0.578292668,Trash. Facebook is trash. They sensor your freedom of speech. F**k Facebook,0,0.825581395,0,0.74312364
87,0.578145921,"Facebook reality. Facebook has changed a lot now, they  try to control what you see and share, they restrict your account when they feel or want to without you making something bad, wish we could be free to share our thoughts like we used to do before.",0,0.816091954,0,0.734581989
88,0.577405095,Shame on FB. Facebook is not a place where you can express your views freely.  You can express what FB fact checkers deem facts.  They control what you see and hear.  It is a dangerous threat to our democracy to have this social media platform able to mold our perception of the world.   All social media platforms need oversight by a third party to ensure freedom of speech.  Bad,0,0.806818182,0,0.726234466
89,0.576655686,Too much censorship. Who is Facebook to decide what is truthful information or not?  Sounds like censorship to me. Dont appreciate the fact that peoples First Amendment rights are being violated. This used to be a free country. Im not sure what we are now.,0,0.797752809,0,0.718074529
90,0.5764575,American-patriot. Facebook is a criminal organization who will use our information to spy and find who we are so they can censor everything we say know all about us because of our pictures and everything we say,1,0.8,0.8,0.718984812
91,0.576258779,Dear Facebook. Stop selling my data and info pls,1,0.802197802,0.802197802,0.71989924
92,0.57622087,DANGEROUS SPYING WITHOUT USER PERMISSION. Pretty gross how Facebook was recently proven to collect plenty of user data without your permission and then use it against you,1,0.804347826,0.804347826,0.72081716
93,0.575586379,"The leak of privacy. FB is the worst social media alongside instagram viber and whatsup where you privacy is definitely ruined The only reason Ive been keeping this peace of Zuckerberg is, that Im waiting for something replacement of one from Apple.",1,0.806451613,0.806451613,0.72173796
94,0.571088016,"Photos. Our photos should be private not for everyone to see. And freedom of speech shouldnt be censored. We have a right to speak our minds. If what people post isnt true then you/Facebook shouldnt allow it. And if it is then you shouldnt have fact checkers marking it as false. Sad world we live in when social media, isnt social media no more.",1,0.808510638,0.808510638,0.722661074
95,0.570874274,"This is a problem. Why are other people allowed to share MY post/photo but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of? If someone shares my stuff, I should be able to see it. Period. Bye.",1,0.810526316,0.810526316,0.723585971
96,0.570638478,Boycott Facebook. Download if you want your personal data sold and shared with 3rd parties,1,0.8125,0.8125,0.724512159
97,0.569682479,Facebook Protects Stalkers. I feel like either Facebook needs to take away the option of seeing other people watch your profile stories or show you whos watching your profile stories because at this point I have consistent viewers that say others watched your story its worrisome because who are these ppl and why do they watch all of my posts ??? Facebook aides stalkers in stalking,1,0.81443299,0.81443299,0.725439178
98,0.569493234,Facebook needs to do better. On facebook if you report something as bad as people leaking your address they dont care. They wont do anything about it.,0,0.806122449,0,0.718036737
99,0.566708028,"Standards. Facebook is trash, dont let them harvest your personal information like that.",1,0.808080808,0.808080808,0.718946273
