id,socre,doc,result,Precision,,AP
11,0.581443369,Privacy. Just look below to all of the data that Facebook uses that is linked to you for their profit.big thumbs down.,1,1,1,1
12,0.577362239,Biased. Facebook sells your private information to third party companies. It tracks you and send those information to third party companies as well. It is selective and may remove your post with dictated nonsense reasons.,1,1,1,1
13,0.571443617,Lets start with. The fact that facebook released data showing personal information to undisclosed persons. They have been hacked and Ive been shadow banned for sharing my opinions. I can not get on IG (owned by Facebook) and go live because Ive been banned. I cant add anything on marketplace across platforms for some reasons. Facebook is now being exposed in the news for hurting the minds of children and mowing about it and still putting profits over anything else. Disgusting app by small hat CEO.,1,1,1,1
14,0.569917917,"Facebook. FB hides under a free social communication tool. They track us, they locate us, they algorithm our social and mental acuity - I own a marketing agency and while I need Facebook to market our clients products - I know what they are. There are so many privacy infringement violations and social travesties. They will continue to hold society hostage and thus my agency will continue to thrive sigh.",1,1,1,1
15,0.569413364,Privacy Violations. Download your data and you will learn things about you that Facebook shouldnt know.,1,1,1,1
16,0.567641497,"Facebook reality. Facebook has changed a lot now, they  try to control what you see and share, they restrict your account when they feel or want to without you making something bad, wish we could be free to share our thoughts like we used to do before.",0,0.9375,0,0.9375
17,0.56570667,"HAD TO COME BACK AND GIVE ANOTHER 1 star REVIEW. Facebook use to be a place where you can be yourself, express yourself, and have fun on a ENTERTAINMENT APP. Facebook not even for entertainment anymore. They take everything extremely too serious. You cant quote anybody especially if they say something thats out of the regulations of Facebook. Facebook use to be a app I use to come to for entertainment and JUDGEMENT FREE zone. Now I dont even feel safe with posting. If you re share a post that was false information but you didnt know, they put your account in warning or restricted status. SINCE WHEN DID FACEBOOK BECOME SO SENSITIVE????",0,0.882352941,0,0.882352941
18,0.565525055,"Thank you Apple for guarding our privacy. Over the past year, Facebooks true intentions have been revealed. The world finally has gotten a glimpse at the man behind the curtain (a certain freckle skinned curly haired young CEO). Facebook does not care about choice, disclosures, or privacy. They want to control the entire experience. Many thanks to Apple for standing up to this very corrupt company and making it so users have a choice about such things as tracking. My only suggestion is to Apple: stop with the soft language when asking users if they wish to allow an app to track. To Facebook: your day of reckoning is upon you. The cat is out of the bag and the world is fully aware of your despicable behavior. Users are shutting down your tracking ability, advertisers are reconsidering their allotted Facebook advertising budgets, and Congress is debating how to real you in.",1,0.888888889,0.888888889,0.882716049
19,0.562587559,"Get your family off the app. Their information is being stolen because they dont understand how selling information works. Try to get your family, especially elders and children to stop using the app, so much private information gets shared through Facebook because they believe they are posting privately when most of the time they very much arent.",1,0.894736842,0.894736842,0.883348723
20,0.560204387,Horrible when requesting help. My account was hacked and all the options they gave was no help. Once people change your profile information there is nothing Facebook does. Ive never seen a company have no tech help you can call foe assistance. If there is a phone number it is not easy to find. I will limit my Facebook use to next to nothing outside of a Facebook live video that is done. But outside of that I will not recommend fb to anyone and will warn everyone I know.,1,0.9,0.9,0.884181287
21,0.5564816,Facebook is a scam. They dont stand by their privacy and security at all. My profile got hacked that I had for 12 years and I reported it at least 30 times and every one of my friends on Facebook reported it. And Facebook did nothing about it. Never deleted the page or anything and I had a lot of personal information that the hacker used trying to spam others that where friends with me on Facebook.,1,0.904761905,0.904761905,0.885161316
22,0.556459963,"I hate that I need it. Facebook steals all my personal information but because of business, I have no choice but to use it. If youre a manager please try other apps for your work groups.",1,0.909090909,0.909090909,0.886249025
23,0.555247605,"FCc. You are not allowed to track personal details on our accounts. I am reporting facebook and all the requests to review things that don't work.  I hide things and it doesn't work, disable doesn't work basically Facebook is old and nothing works goodbye FB done had to give a star or it wouldn't post. I would give negative 500000",1,0.913043478,0.913043478,0.887414001
24,0.552628577,"Facebook is a Cesspool. Cesspool of lies, politics, fake news, threats, sex and pornography, illegal immigration business and people fighting over their own 2 cents, political views and personal feelings. This social media can be used for so many illegal activities. I once reported an account of my friend that was made a copy and have been requesting us to accept her friend request and been asking for money but she said its not actually her and its been using all her details from name to photos. So what we did was report it to Facebook and the Goddamn reply was this dis not go against Facebook policy That blew me off",1,0.916666667,0.916666667,0.888632862
25,0.550718248,"Facebook doesnt care about your security. I can report obviously fake profiles posting scam links & or malware, and every time they decided not to take the profile down.  The company consistently puts users and their information security at risk by their poor business practices and standards.",1,0.92,0.92,0.889887548
26,0.549059451,facebook is cancer to society. Years and years of user data collection and privacy issues on a platform that caters to instigation and division.,1,0.923076923,0.923076923,0.891164062
27,0.545751333,"Completely Policed and Suffocates Freedom of Speech. The only benefit Facebook still has is connecting with friends and family I know closely. Other than that, they use their algorithms to tag normal factual things you post or say regarding current topics as false or requiring fact checking if they are contrary to Facebooks agenda. The few good things it provides are severely outweighed by all the toxic fear-mongering topics that are shared in accordance with Facebooks agenda. And good luck if you have facts or opinions that contradict this agenda youll be labeled as a false information spreader. Facebook is doing nothing but stressing people out and causing them to become more polarized and divided than ever. Shame on you, Facebook",0,0.888888889,0,0.858157986
28,0.544671714,Facebook. Facebook sells your information. Its not a trusted site. Really should dismantled.,1,0.892857143,0.892857143,0.859397241
29,0.542054057,Privacy Issue. They are selling your data and targeting you with ads. Grave culture within the company.,1,0.896551724,0.896551724,0.86067843
30,0.541479051,"Write to your legislators. Privacy is important. Today Facebook has monopolized the social media applications in order to promote consumerism by selling our data. However, Facebook refuses to incorporate measures to protect people from human and child trafficking, drugs, cults, and racism. There needs to be laws on the books to hold those at Facebook accountable as they are the middle man. Finally, where are we going with this platform which reeks of entitlement? When you think about how corporations donate to political campaigns and what this platform has done to ruin presidential elections such as the one won by Trump- I say deactivate my account. I would rather talk to my real friends in person. Pick up a phone- reach out and touch someone. Personally, I would prefer it to a GIF or a like.",1,0.9,0.9,0.861989149
31,0.541136086,Need to fine another place. Facebook is not safe for privacy,1,0.903225806,0.903225806,0.863319364
32,0.537781417,"FB has gone down hill. Interesting how Facebook can link all your personal data to everything out there leaving you wide open, but when it comes to censoring information ? They try to force their beliefs and opinions  on you that are not based on facts or science.  They rely on Google for information? Google is also owned and controlled by those with an agenda. Dont believe me? Learn how to research. Its the epitome of hypocrisy.  Facebook cannot differentiate between real journalism and hyperbole and try to force their opinions on you. How old do you have to be a FB user and yet we are treated like 5 year olds. Punishments are common for posting against their political ideologies disguised as community standards. Whose community? Not mine.   It is mind blowing how some can be fooled by the floral language. Seems like Facebook is owned by the Chinese Communist Party. So sad. Communism paints a glorious picture of living in an ideal society but history proves time and again that dictators love control, power, and oppressing those beneath  them.   If I could give negative stars, I would.",1,0.90625,0.90625,0.864660946
33,0.536866605,Not forthcoming on the apps privacy risks. Facebook is supporting human trafficking. We have been trying to locate my sister that has been trafficked through Facebook overseas. Facebook has been non compliant with authorities in our investigation. Facebook is a criminal enterprise.,1,0.909090909,0.909090909,0.866007309
34,0.534744978,"Facebook Uses You. There are well detailed complaints already posted about the failings of Facebook. We\'ve long been aware of the crimes and offenses of the Zuckerberg- lead company. Our hope is that their spying, stealing, and general indifference to you and us catches up with them, and that they come to realize their egregious offenses, which are perpetrated against us, freedom, and the privileges they enjoy but deprive of others, such as privacy. Bravo to those ex-Facebook employees who have spoken out against this corrupted company.",1,0.911764706,0.911764706,0.867353115
35,0.533742189,"Im deleting Facebook. Facebook has become way too invasive, and sells your personal information. Delete this crap basket while you can. I am.",1,0.914285714,0.914285714,0.868694046
36,0.53130883,Horrible privacy. I cant stress enough how bad mark Zuckerberg and the rest of Facebook is with privacy. Thanks for exposing our credit cards and other data,1,0.916666667,0.916666667,0.870026619
37,0.528749764,"Data Mining. Facebook mines your datas and sells it to Cambridge Analytica to use for targeted advertisements and more. Anything you put on there is up for grabs. Be careful. Ive deactivated for a few now and suggest all of you to do the same. They now change their name to Meta to try to leave their sketchy past behind them, but dont be fooled, they are not changing their practice at all. It just goes down hill from here. Be Warned.",1,0.918918919,0.918918919,0.871348032
38,0.5271312,"Easy Access, Uncensored, and Unprivate. I give one star to FACEBOOK, because any knowledgeable hacker can hack your profile on this website it is NOT PRIVATE it can be easily accessed of your account your PICTURES, your IDENTITY and any messages sent via MESSENGER can be accessible on FACEBOOK so if your looking for privacy my suggestion and advice dont seek SOCIAL MEDIA.",1,0.921052632,0.921052632,0.872656048
39,0.526350856,Facebooks Inability to Privatize Profile Is Disgusting. The fact that they allow photos of my kids out float out there without my permission is absolutely horrendous. The photos are not from any family members. They are school pictures that allow name labeling without our permission.Facebook will sell your data to the next highest bidder. Run away from this app.,1,0.923076923,0.923076923,0.873948891
40,0.526229978,"Facebook has 0 support and steals your information. I tried to make a Facebook account and it said my birth name wasnt real, so when I tried to click on the support option it tried to make me give them a picture of my ID with fine print saying theyll keep my ID in their database. There is no way around this because Facebook has 0 contact methods including phone calls, live chat or even email. Pathetic",1,0.925,0.925,0.875225169
41,0.52548784,"Facebooks CEO,admins, ignorance and carelessness. Facebook is not safe anymore. Nobody can have personal online privacy without local or unknown people placing their force fed unwanted advertising or personal blogging junk on others newsfeeds. Nobody can express themselves and their entitled opinions anymore without someone feeling so offended that they have to cry like a little 5 yr to Facebook admins as if the sky was about to fall on them. Facebooks community standards are nothing but a joke. Whats the purpose of having Facebook, Twitter and so on if one cant enjoy themselves safely and securely?",1,0.926829268,0.926829268,0.876483805
42,0.523882389,Steals your data to make money. You are their product and they make money out of you. It should not be Facebook it should be called .. you know.,1,0.928571429,0.928571429,0.877723987
43,0.523508787,American-patriot. Facebook is a criminal organization who will use our information to spy and find who we are so they can censor everything we say know all about us because of our pictures and everything we say,1,0.930232558,0.930232558,0.878945117
44,0.521675646,Privacy exposure. I advice every Facebook user to delete the app and deactivate their account. I just found out that so many people private messages and pictures are being monitored by the administration. I saw my naked videos and pictures in a database since I started looking into it. A word for the wise is quite sufficient,1,0.931818182,0.931818182,0.880146777
45,0.521375537,"Ehh. Ive been using Facebook religiously since 2009, back in July someone hacked my Facebook and Instagram, since they were intertwined, and there was NO physical way for me to get it back since they changed my email, password, and number. When reported I get a notification on my new facebook saying that someone reported the profile because theyre claiming/ pretending to be me but then yall reply saying that they are me and they didnt cross any community guidelines. They had been sending a picture of my drivers license to people through messenger trying to scam them and Ive received messages being cussed out because my old profile ripped them off. Really only keeping it around because thats how I keep up with friends since theyve gone all over the place since graduation. I lost pictures, conversations with friends that have passed, and things that Ive been sharing/ memories I had made as statuses over the last 12 years. If yall want it poppin like it use to be, you need to take what complaints are out there into consideration and fix it. Also need to monitor for scammers when reported and do something about it.",1,0.933333333,0.933333333,0.881328701
46,0.521222532,Tech support and selling your information. Tech support is horrible not to mention they allow companies to use your information. Facebook is evil on many levels but screening and filtering to their benefit is #1 priority.,1,0.934782609,0.934782609,0.882490742
47,0.521031797,"CUT OUT THE DRAMA. Remove the following online activities and behaviors immediately. 1. Harassment, discrimination, retaliation.  2. False reports, attention-seeking.3. Scams and cons.4. Require identity verification and background checks for those new users or current users who knowingly abuse their privileges to use Facebook and its affiliated platforms to abuse other users, groups, businesses, or government offices; and vice versa. 5. Implement a zero tolerance policy for any and all violations of these mandatory new requests to Facebooks policies and procedures. 6. Permanently stop tracking all current and new users whether they opt-in or out of Facebook tracking. 7. Implement secure biometric login utilizing all the current mobile and computer manufacturers individual device biometric settings. 8. Improve the overall security and privacy of Facebook and its affiliated platforms to enhance the experience for all users regardless of age, cyber-knowledge, or frequency of social media platform usage.",1,0.936170213,0.936170213,0.883632858
48,0.520762086,"Your privacy is being assault by Facebook. Dont trust further this app and company :Facebook, Instagram and WhatsApp. They sneak into your privacy data and sale it and make all kinds of profit from it.",1,0.9375,0.9375,0.884755091
49,0.52056551,Promotes Human Trafficking and other inappropriate behavior. This company believes they possess the virtual right to promote disgusting behavior. Facebook needs to either fix its privacy issues or get KICKED OFF THE APP STORE.,1,0.93877551,0.93877551,0.885857548
50,0.517765462,"Left leaning. Facebook collects too much information on its users. Also censors what THEY deem false information yet doesnt give the user any room to prove their argument. Labeling content false for all to see.   This is supposed to be a social platform, NOT a newspaper",1,0.94,0.94,0.886940397
51,0.51728934,"Facebook manipulates you. Facebook preys on your emotions to get you to use their services more frequently, and for their own profit. Dont be used by anyone. Do not use their services any longer.",1,0.941176471,0.941176471,0.88800385
52,0.516818404,"Help me out. Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",1,0.942307692,0.942307692,0.889048154
53,0.515146017,DONT USE THIS APP. Not only will they censor what you believe in. Facebook sells your information which can lead to fraud calls or even death threats,1,0.943396226,0.943396226,0.89007359
54,0.514877439,"Facebook App uses up Way Too much memory. Facebook platform/app is thumbs up as far as a social app , but I completely DISAGREE WITH FACT CHECKING It definitely VIOLATES MY FREEDOM OF SPEECH AND MY PRIVACYJoining Facebook Im offered choice if I want my account to be PUBLIC or PRIVATE AND FACEBOOK OFFERS CHOICES/OPTIONS FOR THE POSTS THE USER MAKES EITHER PUBLIC OR PRIVATE Now LETS GO BACK TO THE INITIAL CHOICE OF MAKING YOUR FACEBOOK ACCOUNT PUBLIC OR PRIVATE:1. My ACCOUNT IS PRIVATE 2.MY FRIENDS LIST IS PRIVATE 3.ANYTHING I POST IS PRIVATE AND ONLY MY FRIENDS AND FAMILY CAN VIEW MY POSTS , COMMENTS, AND PICTURES UNLESS I CHOOSE TO MAKE ANY OF IT PUBLIC.So if my account is not viewable in any way besides a profile picture, WHY ARE STRANGERS CALLED FACT CHECKERS ACCESSING MY PRIVATE PERSONAL INFORMATION AND DECIDING WHATS ACCEPTABLE AND WHATS NOT? IT COMPLETELY WRONG AND VIOLATES MY CONSTITUTIONAL RIGHTS TO FREEDOM OR SPEECH AND MY PRIVACY and along with a whole list of many other issues I will not post.. ( LETS NOT MENTION SCAMMERS AND CYBER CRIMINALS SPOOFING AND SCAMMING PEOPLE AND MAKING FACEBOOK ACCOUNT WITH YOUR NAME AND PICTUREIt was great in the beginning but now , personally feel violated in many ways.. what a shame..RUMBLE RUMBLE RUMBLE",1,0.944444444,0.944444444,0.891080457
55,0.514288247,"Not for Privacy. Over and over and over Facebook has proven they care nothing about their customers. Privacy is not one of their concerns as they collect and sell everything you see, search, post and share. Ive been with them for since the beginning but Im done with them and their corrupt evil ways. Id rather pay for a secure app than sell my soul for this free app remember, nothing is free. As the app is becoming overrun with pedophilia, political censorship, elimination of personal thoughts and limiting everyones freedoms of speech I will just distance myself from these types of people and behaviors. God Bless America",1,0.945454545,0.945454545,0.892069077
56,0.513216734,Restricting/Banning. Facebook is restricting and banning accounts for sharing information from their own platform.  Regular users should not be attacked for sharing content that you allow on your platform.  The originator of the material should be the individual(s) in question.,0,0.928571429,0,0.876139272
57,0.511728466,"Invasive, pandering to insecurities, mining info for advertising galore. Impossible to remove your information from.  Already an unethical amount of data on my child housed here via others comments and pictures (Facebook has created a ghost profile of her already).  Clearly between this and Instagram its designed to be as addictive as possible.  Shame our youth are allowed to waste their times on it. Creating a generation of insecurities.  Facebook was found to intentionally pander to negativity for clicks and add revenue.",1,0.929824561,0.929824561,0.877081119
58,0.511311829,Facebook is not a good company. Gathering info on its client base and selling this information to the highest bidder is an evil practice. Facebook is a company that takes advantage of its users and attempts to manipulate public opinion and police thought. Screw these guys,1,0.931034483,0.931034483,0.87801135
59,0.510718167,"Im only giving Facebook one star and only to write this review. This is a Public service announcement and a review about Facebook the company better known as Facebook has flagged my email and has disabled my account for no reason at all. Example I went two whole weeks without using Facebook messenger or any associated app or website, I was dormant in using the app and as soon as I logged in I was logged back out automatically and notified I violated their community guidelines. Once I was put on notice I had the option to file a request for a  review of my account where I was then asked to upload a picture of my photo ID, so I managed to regain access to delete that account and created a new account under a different email and two days later was automatically signed out of my account  yet again and was notified that I was using multiple accounts and had to confirm the account I had deleted or permanently loose the account I had just made. I would not recommend this social platform for anybody because they track you using GEO location on your phone, monitor your microphone, and camera, and watch you 24/7  they require your physical address, phone number, and email, they require you to upload a photo ID or birth certificate. Meta previously known as Facebook is in association with 3rd party corporations in China where they take all data collected on you and sell it to big businesses and profit off your rights to use their services. They monitor each like, comment, and message made through Facebook app or messenger. It is not safe and idk why its even legal to use in the United States. As far as Im concerned Facebook is a CIA platform and is only free to the public to monitor and track each person online. They even monitor you when you arent using their app. As long as you have the app downloaded on your device regardless online or offline they still watch and monitor you, they track your microphone and your camera so Id be advised and delete the app, go to something else like MySpace, or something.",1,0.93220339,0.93220339,0.878929859
60,0.508998871,"They need to protects the users more. Yeah the amount of scammers and hackers on there is unreal, and I recently lost my Facebook to a hacker and now I just have no idea how to get it back or make a new one I cant find a phone number everything seems overly complicated to try and get help especially when you just lost all your info to a random person that decided they want your acount just to delete it or to harass the people I know puts a bad image on my name",1,0.933333333,0.933333333,0.879836583
61,0.508267581,"Propaganda From A Billion Dollar Corporation. I just want to see the people that I followed/liked/friended, and can tolerate ads, but facebook has now intrusively decided that I dont known anything about American History or Climate Change and that they need to quiz me on it in the middle of my feed. Who cares? This is a social media app, not a political or educational one. Finally going to delete my account.",0,0.918032787,0,0.865413033
62,0.506877661,"Privacy. Facebook are made it easy to steal people privacy. It is creepy because they can spy on your websites. Moreover, they hand the info to a third and fourth parties ...etc. It is all about business and we are for sale by the company. Shame on Facebook.",1,0.919354839,0.919354839,0.866283062
63,0.505716801,nazi lovers. facebook protects nazis and sells all of your private information,1,0.920634921,0.920634921,0.86714579
64,0.501682043,Boycott Facebook. Download if you want your personal data sold and shared with 3rd parties,1,0.921875,0.921875,0.868000934
65,0.497930646,"No privacy, no rights. Facebook is a very invasive app into you privacy, it snoops into your online shopping and then bombardes you with ads. There is no freedom of speech and there is not a group for everyone, if Facebook doesnt like your thing they ban it. You have zero rights with this terrible company. DO NOT JOIN",1,0.923076923,0.923076923,0.868848257
66,0.49366191,"I dont understand. Besides basically our full life, as you already have to AOL, xanga, MySpace. This app is ideal for Facebook interactions. You have full control of what you getNotified for all privacy settings etc. formed with meta-there are more things that you can do and control ultimately you pay a price to have full control but I dont understand the issue knowing that youre On social media a public domain. Facebook is great on browser and app and I prefer the app because of the updates I prefer the browser because of the old formation that is still available that very much helps with networking. Give it a chance",0,0.909090909,0,0.855683889
67,0.493538082,"Spreads disinformation. Facebook knowingly allows the spread of dangerous disinformation. They do not remove posts that violate their policies, and they dont remove posts that are detrimental to society, the environment, and democracy.",0,0.895522388,0,0.842912488
68,0.492641777,Facebook needs to do better. On facebook if you report something as bad as people leaking your address they dont care. They wont do anything about it.,0,0.882352941,0,0.830516716
69,0.490946651,Garbage. Facebook is no longer safe in any way Dont put up pictures because they are now property of Facebook and you no longer have rights (even a picture of your own child). Any information is sold about you to whoever wants to pay or it. COMPLETE SECURITY BREACH,1,0.884057971,0.884057971,0.831292676
70,0.490456283,"Negative 5 stars  WARNING. Stay away from this app and messenger.Do you think messenger is private?Think again, Facebook monitors all conversations.If they have your credit card information, they will sell it.They look at your private photos.Nothing is private.This is a corrupt company that should be shut down.DO NOT GET THIS APP or ANYTHING ELSE that has any affiliation with FACEBOOK.",1,0.885714286,0.885714286,0.832070128
71,0.489791125,Censorship and ads. I dont use Facebook much anymore. Their censoring and phony fact checking ends any discussion of the high-impact issues. Even murmuring to yourself gets you a bunch of ads related to what you murmured about.  I still post pictures of vacation and the dogs.,0,0.873239437,0,0.82035083
72,0.48872003,"Trojan horse. Facebook will become a trillion dollar company because of ALL the information they have on each and everyone of you. Be careful, if its free, you Are the product",1,0.875,0.875,0.821109846
73,0.487537414,"Lack of Security. Facebook was very quick in notifying that someone else tried to access my account. However, when I tried to report about the issue, nothing happened. Theres no customer service to make sure they are increasing security and privacy.",1,0.876712329,0.876712329,0.821871524
74,0.484590352,"Tyrannical. Facebook is a left wing, free speech hating platform that censors the truth. They also sell your personal information.",1,0.878378378,0.878378378,0.82263513
75,0.484500587,"Facebook is garbage. You are the product, not the customer.",0,0.866666667,0,0.811666662
76,0.481833398,Fraud. Facebook has always been fake and a big fraud nothing is private so be careful what you post on it,1,0.868421053,0.868421053,0.81241343
77,0.48172915,Dear Facebook. Stop selling my data and info pls,1,0.87012987,0.87012987,0.813162994
78,0.480853647,Review of Facebook. Their censorship and marketing of your personal information is highly unethical,1,0.871794872,0.871794872,0.813914685
79,0.479977459,"Lots of information stolen. Ive reported multiple accounts that are made from people that stole pictures and other information from other people. When its reported, Facebook just talks to our friend  what the heck? Take down the profile thats a hack",1,0.873417722,0.873417722,0.814667888
80,0.47813201,High tech industries spay on you because of Facebook. Facebook is bad it let the highTech company to access personal information. Its supper stupidity,1,0.875,0.875,0.81542204
81,0.477682352,"Leave us alone. I think Facebook has the nosiest staff. I guess thats why they work for Facebook. I dont want to see your incompetent fact checking. I dont care how celebrities feel about covid, masks or vaccines. I dont need a covid info fact sheet every time someone is sick. WE ALL KNOW ALREADY Unless someone has been living under a rock for the last year and a half, we already know You are tech people- not scientists, not social workers, not doctors, stick with what youre good at - tech and playing video games in your mamas basement.",0,0.864197531,0,0.805355101
82,0.476396173,Do You Like Privacy?. If you like privacy you will delete you Active Facebook Account. Facebook sells personal data to malicious third party groups and other malicious groups.Dont use Facebook.,1,0.865853659,0.865853659,0.806092888
83,0.475943804,Facebook SPIES ON USERS. This app used to spy on you and everyone you know.,1,0.86746988,0.86746988,0.80683237
84,0.475350916,Facebook is Privacy nightmare. FB will sell your soul (or data) to the devil for a few cents if they could If you read their new terms of service you would be terrified. You have no privacy for you or anything on your phone,1,0.869047619,0.869047619,0.807573028
85,0.474907935,Its Facebook. They want to sell your personal data and ruin your life.,1,0.870588235,0.870588235,0.808314383
86,0.474585354,Help me understand. Why do I need to provide my card information to redownload Facebook? I dont make purchases from it so why does it need my account information to login???,1,0.872093023,0.872093023,0.809055995
87,0.47203657,Shame on FB. Facebook is not a place where you can express your views freely.  You can express what FB fact checkers deem facts.  They control what you see and hear.  It is a dangerous threat to our democracy to have this social media platform able to mold our perception of the world.   All social media platforms need oversight by a third party to ensure freedom of speech.  Bad,0,0.862068966,0,0.799756501
88,0.471501917,vr. i dont want any of my social media connected to my facebook. it uses my real name which is personal information. it makes everything more difficult on the oculus 1/10,1,0.863636364,0.863636364,0.800482408
89,0.471309304,"Its all about collecting personal data. I just created a profile after months. I deleted my old account as I felt fb was into my life too much. Plus most of the suggestions were very segregated as I only had access to people who look like me despite the diversity in my personal life. I had my old account since 2015. Anyways, I created a profile just 20 minutes ago. I put a facebook cover up of my business like Ive always done in the past. Didnt put a profile pic up yet as I wanted to put one up that was really liked. I modified some settings and decided Ill come back after a break to finish. Facebook sent me an e-mail 5 minutes after signing out saying my account was disabled for breaking community guidelines. There are so many ways to connect with people in the world without this platform. If I immediately posted all of my personal information I guarantee my profile would still be up and running. These big sell out companies show their true colors every time. I dont take this personal and happy facebook did me a favor.",1,0.865168539,0.865168539,0.801209219
90,0.470836937,Facebook is trash. Facebook lies Facebook sells your data Facebook manipulates people by show them false information that fits there agenda but when you actually give out real facts and real studys they ban you for false information or dangerous individuals all facebook does is brainwash the masses and take away our rights. Facebook thinks they are so powerful they can do whatever they want like take away your first amendment rights of freedom of speech because it doesnt fit the narrative Facebook doesnt let you participate in the second amendment you try to show anything related to the second amendment and your banned for violence. Facebook is a evil communist controlled ap used  to takeaway our rights alone with Instagram and Twitter none of them allow the truth to be told all of them want world control,1,0.866666667,0.866666667,0.801936524
91,0.467661947,BoomerBook. Facebook allows bigotry and false information.,0,0.857142857,0,0.793124035
92,0.467535734,They steal too much information. Do your research in what Facebook its bias and unsafe and tracks everything you do kinda like iPhones and Google,1,0.858695652,0.858695652,0.79383677
93,0.465880364,"Disappointing. Im giving fb two stars because for awhile I have noticed people I am not associated with have pictures of my daughter on their Facebook. My daughter is only 4 years old. For what ever reason I cannot find where to make my profile completely private. The only things I can see that are private are my about me info and what ever I post/share. My featured photos cant be made private and it really irritates me that fb changed the privacy settings making it impossible for our profiles to be 100% private and inaccessible from people we dont know and arent friends with. Fb used to have better privacy settings that way when you set your profile to private absolutely no one youre not friends with can see your pictures or about me info. The more time passes and the more problems that pop up it makes me think the Facebook company as a whole does not care about its users right to complete privacy from random unknown people on the internet. I mean theres a setting to keep people from looking you up from a search engine hows that actually useful? Its useful in one aspect thats it. Id really like to be able to completely block out anyone I dont know without having to block everyone of those people, thats just time consuming.",1,0.860215054,0.860215054,0.794550515
94,0.465795606,Too much publicity. Facebook is a tool for selling and censorship,0,0.85106383,0,0.78609785
95,0.464941621,No privacy. I wouldnt download useless you want to be tracked by Facebook,1,0.852631579,0.852631579,0.786798205
