id,socre,doc,result,Precision,,AP
13,0.530651391,"What gives?. I was sent inappropriate pictures by a male pretending to be a female the other day and I reported the account as a fake account and was told you will not do anything about it? I have reported a few different accounts now and one thing that always bugs me is that I can not give a reason as to why i feel the account needs to be reported outside of your very limited select one option choices.I am one of many people who do network marketing as well as use fb as a way to keep up with my friends and family, I would greatly appreciate it if you could actually fix your bugs and stop allowing your political standings to be a part of deciding what is and isnt allowed to be posted/deemed as reason to report accounts. I agree with many of the other complaints, that Facebook used to be a fun place where i could share my thoughts and rant on whatever i wanted to without fear of (will this be accepted by their political mindsets?) politics should not be able to run a social media platform like this, especially one that is supposed to be a safe place for all. Get your act together Facebook.Also can you do something about the bugs??? Fb is taking forever to load and comments are not posting plus I cant react to anything at all in my newsfeed .",0,0.846153846,0,0.806895882
14,0.529874921,"Facebook. FB hides under a free social communication tool. They track us, they locate us, they algorithm our social and mental acuity - I own a marketing agency and while I need Facebook to market our clients products - I know what they are. There are so many privacy infringement violations and social travesties. They will continue to hold society hostage and thus my agency will continue to thrive sigh.",1,0.857142857,0.857142857,0.810484952
15,0.523839593,Facebook. rose: The App says enjoy your friends and community privately thats a flat out lie Facebook used to be great but now it is used by the Government to spy on you and say what you can and cannot post you cant even make a joke anymore. All of the community standards people are foreigners and Obamas and Biden people since when did a Social media site that people communicate with their family and friends become a government controlled tool its appalling I really enjoyed Facebook to share with my out of town family I joined when it first came available they totally ruined it. I get scolded for everything I made a joke to my sister they banned me It has been taken over by the government and you cant post or say anything this should be against the law Then when you find another free site they take it down its sick They even spy on your messenger,0,0.8,0,0.756452621
16,0.522971988,"Facebook Uses You. There are well detailed complaints already posted about the failings of Facebook. We\'ve long been aware of the crimes and offenses of the Zuckerberg- lead company. Our hope is that their spying, stealing, and general indifference to you and us catches up with them, and that they come to realize their egregious offenses, which are perpetrated against us, freedom, and the privileges they enjoy but deprive of others, such as privacy. Bravo to those ex-Facebook employees who have spoken out against this corrupted company.",1,0.8125,0.8125,0.759955583
17,0.520274937,"FB has gone down hill. Interesting how Facebook can link all your personal data to everything out there leaving you wide open, but when it comes to censoring information ? They try to force their beliefs and opinions  on you that are not based on facts or science.  They rely on Google for information? Google is also owned and controlled by those with an agenda. Dont believe me? Learn how to research. Its the epitome of hypocrisy.  Facebook cannot differentiate between real journalism and hyperbole and try to force their opinions on you. How old do you have to be a FB user and yet we are treated like 5 year olds. Punishments are common for posting against their political ideologies disguised as community standards. Whose community? Not mine.   It is mind blowing how some can be fooled by the floral language. Seems like Facebook is owned by the Chinese Communist Party. So sad. Communism paints a glorious picture of living in an ideal society but history proves time and again that dictators love control, power, and oppressing those beneath  them.   If I could give negative stars, I would.",1,0.823529412,0.823529412,0.76369522
18,0.519883096,"Invasive, Avoid at all costs. Bias party and concerning privacy breaches. UPDATE: So I had this one individual contact me condescendingly about how much he doesnt like the price at which Im selling something at marketplace and then reports me, facebook without gathering any data terminates my account. Facebook has grown to be a disease to our nation and individuality. Privacy is not respected whatsoever, the most invasive site on the web next to google.Avoid facebook. Its only value was the marketplace and the ability to save game data. The measures they take to collect your information is concerning.",1,0.833333333,0.833333333,0.767564004
19,0.518744707,"Privacy. Facebook are made it easy to steal people privacy. It is creepy because they can spy on your websites. Moreover, they hand the info to a third and fourth parties ...etc. It is all about business and we are for sale by the company. Shame on Facebook.",1,0.842105263,0.842105263,0.771487228
20,0.517135322,"Facebooks CEO,admins, ignorance and carelessness. Facebook is not safe anymore. Nobody can have personal online privacy without local or unknown people placing their force fed unwanted advertising or personal blogging junk on others newsfeeds. Nobody can express themselves and their entitled opinions anymore without someone feeling so offended that they have to cry like a little 5 yr to Facebook admins as if the sky was about to fall on them. Facebooks community standards are nothing but a joke. Whats the purpose of having Facebook, Twitter and so on if one cant enjoy themselves safely and securely?",1,0.85,0.85,0.775412867
21,0.513375044,Its not about The People. Facebook is stripped you of your freedom of speech thought and individuality they sell your information its all about screwing the people we are nothing but a $ .. Im a 90 day Facebook prisoner veteran for being funny if youre sensitive and dont like one person is talking about or saying youre joking Ill get the f%$@# off my page simple . But no you need to create a profile but its not yours its Facebooks within a minute to you since are you and sell u . Negative the big bang and thats what I read this please,1,0.857142857,0.857142857,0.779304771
22,0.511328936,"Facebook is just awful now. *UPDATE* after going through the annoying ad section THAT YOU CANNOT TURN OFF I have hidden over 3 thousand ads...and guess what..literally every three posts..every three..there is an ad. And I am talking about very specific stuff Ive talked about in messages like texting and Facebook messenger. So what happened to them not datamining us? Sucker burger is nothing but a lying nazi who is stealing peoples information and selling it to advertisers First of all when Facebook dating came out I LOVED it, 100% better then any other site Ive used. But now me and 100s of others have been getting the error its not you, its us or try taking a break. I would come on after 1-2 days and click like on one person and instantly get that error. Ive uninstalled the app, updated the app, logged out and in, cleared the cache and still have it after a week. USELESS Second the people who run the app of looking at the reports are useless, there was a picture of a penis on my news feed and when I reported it I got a this doesnt go against community standards. People posting brand new pages that are completely fake, advertising they are a celebrity or doing a give away and to give their credit card info. Facebook allows people to be scammed and their support team will allow these pages to stay up and will not take the reporting seriously. Third which is the biggest...THE ADS Oh god there is at least 3 ads in everyones videos, literally every time you scroll down after 3 posts from friends there is a sponsor ad. There is NO option to hide all ads, no option to skim them down. They have a section where you can hide certain ads but guess what...the moment you do that it will replace that ad with another one. This site clearly still is using peoples private information, its allowing people to get scammed and its allowing people to make threats, post nudity and pick and choose what to ban. Actually my friends account got banned for saying god bless your family and he was banned for a week. I told him he should make a law suit against Facebook for religious sensory This app has went downhill more and more, something needs to be done about this crappy social network.",1,0.863636364,0.863636364,0.783138025
23,0.506743073,"Im only giving Facebook one star and only to write this review. This is a Public service announcement and a review about Facebook the company better known as Facebook has flagged my email and has disabled my account for no reason at all. Example I went two whole weeks without using Facebook messenger or any associated app or website, I was dormant in using the app and as soon as I logged in I was logged back out automatically and notified I violated their community guidelines. Once I was put on notice I had the option to file a request for a  review of my account where I was then asked to upload a picture of my photo ID, so I managed to regain access to delete that account and created a new account under a different email and two days later was automatically signed out of my account  yet again and was notified that I was using multiple accounts and had to confirm the account I had deleted or permanently loose the account I had just made. I would not recommend this social platform for anybody because they track you using GEO location on your phone, monitor your microphone, and camera, and watch you 24/7  they require your physical address, phone number, and email, they require you to upload a photo ID or birth certificate. Meta previously known as Facebook is in association with 3rd party corporations in China where they take all data collected on you and sell it to big businesses and profit off your rights to use their services. They monitor each like, comment, and message made through Facebook app or messenger. It is not safe and idk why its even legal to use in the United States. As far as Im concerned Facebook is a CIA platform and is only free to the public to monitor and track each person online. They even monitor you when you arent using their app. As long as you have the app downloaded on your device regardless online or offline they still watch and monitor you, they track your microphone and your camera so Id be advised and delete the app, go to something else like MySpace, or something.",1,0.869565217,0.869565217,0.786895729
24,0.500642776,"Cesspool of Lies and Fake news. Cesspool of lies, politics, fake news, threats, sex and pornography, illegal immigration business and people fighting over their own 2 cents, political views and personal feelings. This social media can be used for so many illegal activities. I once reported an account of my friend that was made a copy and have been requesting us to accept her friend request and been asking for money but she said its not actually her and its been using all her details from name to photos. So what we did was report it to Facebook and the Goddamn reply was this dis not go against Facebook policy That blew me off",1,0.875,0.875,0.79056674
25,0.4999879,FB DOES NOT WANT TO PROTECT YOUR PRIVACY. FB will do anything they can to get all information on you and sell it. They make it impossibly difficult and confusing to change your privacy settings. Its laid out that way so most people (especially the older crowd) cant figure out. Much better social media apps out there. Use something else FB is dead,1,0.88,0.88,0.794144071
26,0.499137372,"IT COULD BE REAL SIMPLE. Simply let the PEOPLE decide who and what THEY do & dont want to see & hear,.... the PEOPLE can Delete & Block.     The only thing FB needs to control, is abject violence and sexuality, - visuals of any torture, visuals of any sex-act.   The rest is up to the PEOPLE,.... let the ACCOUNTS/USERS  eliminate bad language, and ugly politics, and advertisements, and extremisms, from THEIR OWN TimeLine & NewsFeed.      FaceBook need NOT spend any extra time & money on censorship;    YOUR (FB) personal opinions are unwanted.   Let your CUSTOMERS make these decisions",0,0.846153846,0,0.763600068
27,0.499039024,Biased. Facebook sells your private information to third party companies. It tracks you and send those information to third party companies as well. It is selective and may remove your post with dictated nonsense reasons.,1,0.851851852,0.851851852,0.766868653
28,0.498223543,"Photos. Our photos should be private not for everyone to see. And freedom of speech shouldnt be censored. We have a right to speak our minds. If what people post isnt true then you/Facebook shouldnt allow it. And if it is then you shouldnt have fact checkers marking it as false. Sad world we live in when social media, isnt social media no more.",1,0.857142857,0.857142857,0.770092731
29,0.496055156,"Thank you Apple for guarding our privacy. Over the past year, Facebooks true intentions have been revealed. The world finally has gotten a glimpse at the man behind the curtain (a certain freckle skinned curly haired young CEO). Facebook does not care about choice, disclosures, or privacy. They want to control the entire experience. Many thanks to Apple for standing up to this very corrupt company and making it so users have a choice about such things as tracking. My only suggestion is to Apple: stop with the soft language when asking users if they wish to allow an app to track. To Facebook: your day of reckoning is upon you. The cat is out of the bag and the world is fully aware of your despicable behavior. Users are shutting down your tracking ability, advertisers are reconsidering their allotted Facebook advertising budgets, and Congress is debating how to real you in.",1,0.862068966,0.862068966,0.773264326
30,0.494298041,"Leave us alone. I think Facebook has the nosiest staff. I guess thats why they work for Facebook. I dont want to see your incompetent fact checking. I dont care how celebrities feel about covid, masks or vaccines. I dont need a covid info fact sheet every time someone is sick. WE ALL KNOW ALREADY Unless someone has been living under a rock for the last year and a half, we already know You are tech people- not scientists, not social workers, not doctors, stick with what youre good at - tech and playing video games in your mamas basement.",0,0.833333333,0,0.747488848
31,0.492038488,Corrupt. Basically a way for women to sell their bodys. I tried reporting a 13 years olds explicit photos that were going viral and they report said it wasnt child pornography? Excuse me like what? Its a underage girl exposing her body for the world and Facebook doesnt find that inappropriate? People can find you using your phone number email or name and none of your info can ever just be kept private.  I had a women call my job one time and pretend to be me because Even tho my information and account is private you can still see where I work my birthday my email and my profile and cover art. They need to relearn the definition of privacy.,1,0.838709677,0.838709677,0.750431455
32,0.489044815,Lets start with. The fact that facebook released data showing personal information to undisclosed persons. They have been hacked and Ive been shadow banned for sharing my opinions. I can not get on IG (owned by Facebook) and go live because Ive been banned. I cant add anything on marketplace across platforms for some reasons. Facebook is now being exposed in the news for hurting the minds of children and mowing about it and still putting profits over anything else. Disgusting app by small hat CEO.,1,0.84375,0.84375,0.75334766
33,0.485431969,Restricting/Banning. Facebook is restricting and banning accounts for sharing information from their own platform.  Regular users should not be attacked for sharing content that you allow on your platform.  The originator of the material should be the individual(s) in question.,0,0.818181818,0,0.730518943
34,0.485371947,"Facebook is a Cesspool. Cesspool of lies, politics, fake news, threats, sex and pornography, illegal immigration business and people fighting over their own 2 cents, political views and personal feelings. This social media can be used for so many illegal activities. I once reported an account of my friend that was made a copy and have been requesting us to accept her friend request and been asking for money but she said its not actually her and its been using all her details from name to photos. So what we did was report it to Facebook and the Goddamn reply was this dis not go against Facebook policy That blew me off",1,0.823529412,0.823529412,0.733254545
35,0.484530181,"Easy Access, Uncensored, and Unprivate. I give one star to FACEBOOK, because any knowledgeable hacker can hack your profile on this website it is NOT PRIVATE it can be easily accessed of your account your PICTURES, your IDENTITY and any messages sent via MESSENGER can be accessible on FACEBOOK so if your looking for privacy my suggestion and advice dont seek SOCIAL MEDIA.",1,0.828571429,0.828571429,0.735977885
36,0.482443184,"I dont understand. Besides basically our full life, as you already have to AOL, xanga, MySpace. This app is ideal for Facebook interactions. You have full control of what you getNotified for all privacy settings etc. formed with meta-there are more things that you can do and control ultimately you pay a price to have full control but I dont understand the issue knowing that youre On social media a public domain. Facebook is great on browser and app and I prefer the app because of the updates I prefer the browser because of the old formation that is still available that very much helps with networking. Give it a chance",0,0.805555556,0,0.715534054
37,0.479329616,Evil company. If you dont know it yet you will know it Soon Facebook is an evil company that thrives off of using people to get what they want If you get all your news from Facebook you are a lost soul. Wake up because Facebook is pushing the evil narrative that will hold you and your family down for decades if you dont stand against them They do not care about you or anybody under them and they will run you over with no blink of an eye,0,0.783783784,0,0.696195296
38,0.475828618,"Not for Privacy. Over and over and over Facebook has proven they care nothing about their customers. Privacy is not one of their concerns as they collect and sell everything you see, search, post and share. Ive been with them for since the beginning but Im done with them and their corrupt evil ways. Id rather pay for a secure app than sell my soul for this free app remember, nothing is free. As the app is becoming overrun with pedophilia, political censorship, elimination of personal thoughts and limiting everyones freedoms of speech I will just distance myself from these types of people and behaviors. God Bless America",1,0.789473684,0.789473684,0.698649991
39,0.471790254,Do You Like Privacy?. If you like privacy you will delete you Active Facebook Account. Facebook sells personal data to malicious third party groups and other malicious groups.Dont use Facebook.,1,0.794871795,0.794871795,0.701117216
40,0.471090823,"Ehh. Ive been using Facebook religiously since 2009, back in July someone hacked my Facebook and Instagram, since they were intertwined, and there was NO physical way for me to get it back since they changed my email, password, and number. When reported I get a notification on my new facebook saying that someone reported the profile because theyre claiming/ pretending to be me but then yall reply saying that they are me and they didnt cross any community guidelines. They had been sending a picture of my drivers license to people through messenger trying to scam them and Ive received messages being cussed out because my old profile ripped them off. Really only keeping it around because thats how I keep up with friends since theyve gone all over the place since graduation. I lost pictures, conversations with friends that have passed, and things that Ive been sharing/ memories I had made as statuses over the last 12 years. If yall want it poppin like it use to be, you need to take what complaints are out there into consideration and fix it. Also need to monitor for scammers when reported and do something about it.",1,0.8,0.8,0.703589286
41,0.46919471,"Stirring the cauldron of hate. Facebook and Mark Suckerberg care nothing about you, despite what they might say. They dont care about your privacy, they dont care about the pandemic or the political dangers from extreme right, despite the fact that these things are cancers in our society right now. They dont even care about foreign intervention in our countrys institutions. They will do the bare minimum when they are called out by Congress or start feeling the heat from their advertisers, but lets face it: They just dont care about anything but money and power. As long as you understand that, make your own decision on whether you want to use any of their apps. Im so tired of seeing cultural bloodbaths in the comments section of every post, and tired of them lying about their privacy policies while continuing to collect and sell as much data as they possibly can, I finally broke the habit and scrubbed all Meta apps from my iPad, iPhone, and iMac. No more Suckerberg in my life.",1,0.804878049,0.804878049,0.706059744
42,0.464720339,"HAD TO COME BACK AND GIVE ANOTHER 1 star REVIEW. Facebook use to be a place where you can be yourself, express yourself, and have fun on a ENTERTAINMENT APP. Facebook not even for entertainment anymore. They take everything extremely too serious. You cant quote anybody especially if they say something thats out of the regulations of Facebook. Facebook use to be a app I use to come to for entertainment and JUDGEMENT FREE zone. Now I dont even feel safe with posting. If you re share a post that was false information but you didnt know, they put your account in warning or restricted status. SINCE WHEN DID FACEBOOK BECOME SO SENSITIVE????",0,0.785714286,0,0.689248797
43,0.459593475,Read. Facebook used to be great and simple of course there would be a few bugs and things but it wasnt bad the algorithm has gone awful you cant make things private anymore you used to be able to keep your personal things personal and not just entirely public even though it is a public app there should be better limitations especially for peoples family you should have better options for what you can and cannot do you used to have a choice now its either put everything out there or nothing at all i myself have used it for years its sad to see it go so far downhill and many other people have said so and its still going unnoticed facebook do better if your going to download it you should know the risks upfront,1,0.790697674,0.790697674,0.691608074
44,0.45927003,"No privacy, no rights. Facebook is a very invasive app into you privacy, it snoops into your online shopping and then bombardes you with ads. There is no freedom of speech and there is not a group for everyone, if Facebook doesnt like your thing they ban it. You have zero rights with this terrible company. DO NOT JOIN",1,0.795454545,0.795454545,0.693968221
45,0.459195584,"Invasive, pandering to insecurities, mining info for advertising galore. Impossible to remove your information from.  Already an unethical amount of data on my child housed here via others comments and pictures (Facebook has created a ghost profile of her already).  Clearly between this and Instagram its designed to be as addictive as possible.  Shame our youth are allowed to waste their times on it. Creating a generation of insecurities.  Facebook was found to intentionally pander to negativity for clicks and add revenue.",1,0.8,0.8,0.696324482
46,0.4571881,"Get your family off the app. Their information is being stolen because they dont understand how selling information works. Try to get your family, especially elders and children to stop using the app, so much private information gets shared through Facebook because they believe they are posting privately when most of the time they very much arent.",1,0.804347826,0.804347826,0.698672816
47,0.45027402,Facebook is Privacy nightmare. FB will sell your soul (or data) to the devil for a few cents if they could If you read their new terms of service you would be terrified. You have no privacy for you or anything on your phone,1,0.808510638,0.808510638,0.701009791
48,0.450138807,"Adapt or Die. Facebook needs a new business model, since the one it helped invent is now known as cyber-stalking. It&#39;s great that they helped the world realize this is a boundary, but they have yet to adapt to said realization. They intentionally do not allow you to update the photos they have access to from the app. If you cannot select which photos you want to share with them, you may be more inclined to share all of your photos out of convenience. Given their business is based on nonconsensual data harvesting, it&#39;s not a surprise to me.",1,0.8125,0.8125,0.703332504
49,0.449342102,"Propaganda From A Billion Dollar Corporation. I just want to see the people that I followed/liked/friended, and can tolerate ads, but facebook has now intrusively decided that I dont known anything about American History or Climate Change and that they need to quiz me on it in the middle of my feed. Who cares? This is a social media app, not a political or educational one. Finally going to delete my account.",0,0.795918367,0,0.688978779
50,0.448770285,"Its all about collecting personal data. I just created a profile after months. I deleted my old account as I felt fb was into my life too much. Plus most of the suggestions were very segregated as I only had access to people who look like me despite the diversity in my personal life. I had my old account since 2015. Anyways, I created a profile just 20 minutes ago. I put a facebook cover up of my business like Ive always done in the past. Didnt put a profile pic up yet as I wanted to put one up that was really liked. I modified some settings and decided Ill come back after a break to finish. Facebook sent me an e-mail 5 minutes after signing out saying my account was disabled for breaking community guidelines. There are so many ways to connect with people in the world without this platform. If I immediately posted all of my personal information I guarantee my profile would still be up and running. These big sell out companies show their true colors every time. I dont take this personal and happy facebook did me a favor.",1,0.8,0.8,0.691199203
51,0.445526659,"Your privacy is being assault by Facebook. Dont trust further this app and company :Facebook, Instagram and WhatsApp. They sneak into your privacy data and sale it and make all kinds of profit from it.",1,0.803921569,0.803921569,0.693409446
52,0.444800884,"Privacy Problems. Ive been using Facebook for years but however, this past year Ive been having nonstop privacy problems where my Facebook account keeps getting hacked through Facebook Messenger, at first youll get sent a message with something like Look who died and a link with it that allows hackers to hack your account even if you dont open the link theres no way to protect your account it happens constantly Ive changed my password for my Facebook and email constantly for this security reason and my account with thousands of other people still get hacked the creators of Facebook has done an outstanding job with their security for Instagram but not for Facebook.""""",1,0.807692308,0.807692308,0.695607193
53,0.440934688,Should be called spy book. All they do is spy on you selling your information to other companies. As soon as you look something up you start seeing advertisements on Facebook immediately for what you just looked up. If you disagree with anything they say they claim you go against community standards and put you in jail. But they dont absolutely describe what the community standards are as they change minute by minute.,1,0.811320755,0.811320755,0.697790468
54,0.440385312,Facebook Protects Stalkers. I feel like either Facebook needs to take away the option of seeing other people watch your profile stories or show you whos watching your profile stories because at this point I have consistent viewers that say others watched your story its worrisome because who are these ppl and why do they watch all of my posts ??? Facebook aides stalkers in stalking,1,0.814814815,0.814814815,0.699957586
55,0.440173835,"The Truth. All that Facebook cares about is money and not the safety of us and the Facebook community. Mark Zuckerberg, bull$%+ all you want. You know the truth and what youve done, but you cant confess or address the problem. Why? Because YOU are the problem If Facebook must be shutdown, so be it. Shame on you Mark, youre the worst CEO of this social media platform You just got exposed from a whistleblower",0,0.8,0,0.687231084
56,0.439088434,"SS#, Birth Certificate and ID Required. I have heard if you try to change your name on FB that they need pictures of that I didnt believe it. Well my friend needed some money and I was going to send her $20 and FB told me that in order for me to send the money they needed my SS#, a picture of my birth certificate and my ID. I didnt know that a social platform needed access to these things? I, of course denied it. People have said that FB will lock you out of your account if you do not provide these things. But I think for a social platform they are asking too much. Its just suppose to be a way for us to keep connected. Not something that they need our information like that.",1,0.803571429,0.803571429,0.68930859
57,0.436345309,Show the Others. To many updates for Facebook to not be able to show the others that view your stories. Facebook show the others name so we can know who is watching us,0,0.789473684,0,0.677215457
58,0.436279356,"Negative 5 stars  WARNING. Stay away from this app and messenger.Do you think messenger is private?Think again, Facebook monitors all conversations.If they have your credit card information, they will sell it.They look at your private photos.Nothing is private.This is a corrupt company that should be shut down.DO NOT GET THIS APP or ANYTHING ELSE that has any affiliation with FACEBOOK.",1,0.793103448,0.793103448,0.679213526
59,0.43569535,"Data Mining. Facebook mines your datas and sells it to Cambridge Analytica to use for targeted advertisements and more. Anything you put on there is up for grabs. Be careful. Ive deactivated for a few now and suggest all of you to do the same. They now change their name to Meta to try to leave their sketchy past behind them, but dont be fooled, they are not changing their practice at all. It just goes down hill from here. Be Warned.",1,0.796610169,0.796610169,0.681203299
60,0.434633821,Steals Information. Making Facebook required to run devices and apps owned by the user while Facebook steals private information should be illegal.,1,0.8,0.8,0.683183244
